left_shift_pct,reward_mean,num_timesteps,optimality_gap
,,0.007992,0.46731343283582094
,,0.023544,0.30769900497512437
,,0.027736,0.2612748756218905
,,0.037328,0.2396517412935324
,,0.04928,0.19764303482587067
,,0.057296,0.18775497512437808
,,0.073504,0.16954601990049747
,,0.074416,0.15575248756218907
,,0.079168,0.15796641791044772
,,0.086432,0.17083955223880595
,,0.092856,0.14750000000000002
,,0.096864,0.13898631840796016
,,0.103184,0.1329042288557214
,,0.107304,0.13963308457711443
,,0.120088,0.09742537313432838
,,0.120136,0.09496890547263682
,,0.122504,0.1070646766169154
,,0.128824,0.14555970149253733
,,0.128984,0.15479477611940295
,,0.13848,0.10483830845771143
,,0.151456,0.06995024875621886
,,0.162608,0.09032960199004975
,,0.170656,0.05850746268656715
,,0.182824,0.05524875621890548
,,0.186032,0.05940920398009952
,,0.1924,0.056169154228855746
,,0.193056,0.05559701492537315
,,0.196328,0.05093283582089554
,,0.202672,0.052674129353233845
,,0.212376,0.050733830845771155
,,0.221184,0.059458955223880616
,,0.231672,0.07770522388059704
,,0.2396,0.04875621890547266
,,0.260472,0.05338930348258708
,,0.261928,0.05157960199004976
,,0.26532,0.04875621890547266
,,0.271696,0.04875621890547266
,,0.274928,0.05708333333333334
,,0.281264,0.06334577114427863
,,0.285296,0.04875621890547266
,,0.292496,0.04875621890547266
,,0.294944,0.049160447761194055
,,0.319696,0.05344527363184082
,,0.319712,0.05476368159203983
,,0.324344,0.05080845771144281
,,0.332552,0.06414800995024877
,,0.336568,0.06968283582089554
,,0.341288,0.05176616915422888
,,0.341304,0.053271144278606984
,,0.347712,0.04875621890547266
,,0.347744,0.04875621890547266
,,0.356504,0.04875621890547266
,,0.358752,0.049079601990049765
,,0.360368,0.054981343283582104
,,0.360488,0.05142412935323385
,,0.364504,0.05735074626865674
,,0.365368,0.0646268656716418
,,0.374096,0.04868159203980102
,,0.384552,0.05450248756218908
,,0.384568,0.05447761194029854
,,0.386976,0.05660447761194036
,,0.393384,0.05852611940298513
,,0.3982,0.04702736318407967
,,0.40204,0.04689054726368167
,,0.402848,0.05084577114427866
,,0.411768,0.06600746268656724
,,0.419792,0.048022388059701535
,,0.426056,0.04721393034825877
,,0.428536,0.047425373134328416
,,0.438176,0.0512562189054727
,,0.445424,0.15613184079601988
,,0.447872,0.08083333333333334
,,0.453536,0.060472636815920376
,,0.459912,0.0534888059701492
,,0.459944,0.05340796019900492
,,0.466408,0.05506218905472641
,,0.473432,0.05021144278606972
,,0.479208,0.04717661691542295
,,0.488792,0.05465174129353238
,,0.492008,0.04774875621890552
,,0.499064,0.04721393034825877
,,0.500848,0.04732587064676623
,,0.50316,0.04687810945273639
,,0.504896,0.07260572139303485
,,0.506256,0.08468283582089554
,,0.512144,0.05308457711442791
,,0.518384,0.0541169154228856
,,0.522296,0.04676616915422893
,,0.52336,0.04676616915422893
,,0.523376,0.04676616915422893
,,0.527096,0.04676616915422893
,,0.532176,0.04676616915422893
,,0.53368,0.04676616915422893
,,0.534392,0.04676616915422893
,,0.534576,0.04676616915422893
