num_timesteps,left_shift_pct,optimality_gap,reward_mean
0.0088,20.84090909090909,0.41009950248756216,-1.4104788541793822
0.0144,21.1875,0.4051741293532339,-1.4056032478809357
0.0168,20.958333333333336,0.4028358208955224,-1.403252500295639
0.0224,20.808035714285715,0.39199004975124374,-1.3923756241798402
0.028,21.0,0.3900995024875622,-1.390453976392746
0.0344,21.334302325581394,0.39338308457711446,-1.3938183963298798
0.0376,21.59840425531915,0.40238805970149255,-1.4027798414230346
0.0384,21.6484375,0.40273631840796026,-1.4031405389308929
0.0408,21.872549019607842,0.40243781094527364,-1.4028544664382934
0.0504,22.632936507936506,0.41323383084577114,-1.4136940240859985
0.0536,22.865671641791042,0.42895522388059704,-1.4293594479560852
0.0632,23.457278481012658,0.5004975124378108,-1.5008084714412688
0.072,23.680555555555554,0.5238308457711442,-1.5242164373397826
0.084,23.997619047619047,0.4902487562189054,-1.490665429830551
0.0872,24.07454128440367,0.4908457711442786,-1.4912624478340148
0.088,24.110227272727272,0.49258706467661695,-1.4930099546909332
0.0912,24.24122807017544,0.4929353233830846,-1.4933395504951477
0.1008,24.48313492063492,0.4696019900497513,-1.4701243817806244
0.1032,24.53391472868217,0.4633830845771144,-1.4638557195663453
0.1048,24.58587786259542,0.462089552238806,-1.4625310957431794
0.1056,24.606060606060606,0.45676616915422874,-1.4572388052940368
0.1096,24.75638686131387,0.4570149253731343,-1.4574191510677337
0.1104,24.778985507246375,0.45776119402985066,-1.4581591963768006
0.1128,24.895390070921984,0.45955223880597007,-1.4599751234054565
0.1224,25.13153594771242,0.4530348258706468,-1.453526121377945
0.1256,25.183121019108277,0.4575124378109453,-1.4580348253250122
0.128,25.221875,0.4492039800995025,-1.4496828317642212
0.1352,25.35207100591716,0.4526865671641791,-1.4531405448913575
0.1384,25.413294797687865,0.4504477611940299,-1.450864428281784
0.1408,25.463068181818183,0.4450248756218905,-1.445453977584839
0.1432,25.506284916201118,0.4436318407960199,-1.4440671682357789
0.144,25.520833333333332,0.4463184079601989,-1.4467537343502044
0.1528,25.734947643979055,0.4176616915422885,-1.4181094527244569
0.1648,26.078883495145632,0.40532338308457705,-1.4057960212230682
0.1656,26.104468599033815,0.40736318407960204,-1.40786070227623
0.1744,26.46788990825688,0.420547263681592,-1.4209950149059296
0.1856,26.93480603448276,0.40368159203980103,-1.40407338142395
0.2016,27.637400793650794,0.4094029850746269,-1.4098009884357452
0.2056,27.81614785992218,0.40711442786069646,-1.4075497448444367
0.2072,27.921332046332047,0.40766169154228854,-1.4080783486366273
0.2184,28.26923076923077,0.4275124378109453,-1.4279477655887605
0.2208,28.27038043478261,0.4324378109452736,-1.432922887802124
0.224,28.307142857142857,0.43840796019900496,-1.4388930320739746
0.2248,28.30738434163701,0.4400497512437811,-1.4405348241329192
0.2408,28.53612956810631,0.4236318407960199,-1.4241728961467743
0.2456,28.695846905537458,0.4279601990049752,-1.4285136818885804
0.2488,28.710610932475884,0.43900497512437814,-1.4395149171352386
0.2496,28.701522435897438,0.4414925373134328,-1.4419962644577027
0.2512,28.695063694267514,0.44422885572139303,-1.4447636783123017
0.252,28.69484126984127,0.4438805970149254,-1.4444029808044434
0.2536,28.67231861198738,0.4439303482587064,-1.444458943605423
0.256,28.650390625,0.4392537313432836,-1.4397636711597444
0.2584,28.623839009287927,0.440547263681592,-1.4410509824752809
0.2608,28.620782208588956,0.43402985074626865,-1.4344900369644165
0.2672,28.573353293413174,0.4238805970149254,-1.4242910265922546
0.2704,28.546227810650887,0.42417910447761187,-1.4245957612991333
0.2752,28.53343023255814,0.4091542288557214,-1.4095708787441255
0.2832,28.530014124293785,0.392636815920398,-1.3930099427700042
0.2864,28.5286312849162,0.3943781094527363,-1.394713920354843
0.2888,28.532548476454295,0.40656716417910455,-1.4069091975688934
0.2904,28.540633608815426,0.4143283582089553,-1.4146455228328705
0.2912,28.549107142857146,0.4164179104477612,-1.4167537331581115
0.2976,28.567204301075265,0.4400497512437811,-1.4404415488243103
0.2984,28.572721179624665,0.4405970149253731,-1.44098259806633
0.3,28.57866666666667,0.44651741293532343,-1.4468656837940217
0.3024,28.6031746031746,0.4464179104477612,-1.4467848300933839
0.308,28.644805194805194,0.43343283582089553,-1.4337624430656433
0.3112,28.6426735218509,0.42507462686567166,-1.4254104554653169
0.3176,28.673173803526446,0.4175621890547264,-1.4178793489933015
0.3208,28.685162094763093,0.40611940298507465,-1.4064738869667053
0.3304,28.634685230024214,0.3914925373134328,-1.3918532311916352
0.3312,28.630132850241548,0.38592039800995026,-1.386305969953537
0.3384,28.574763593380613,0.37039800995024874,-1.3707213878631592
0.34,28.57294117647059,0.38114427860696515,-1.3815298438072205
0.3432,28.54399766899767,0.38865671641791044,-1.389029848575592
0.344,28.545058139534884,0.39164179104477614,-1.3919962704181672
0.3456,28.552662037037035,0.3951243781094527,-1.3954664170742035
0.3496,28.602688787185354,0.4138805970149254,-1.4142288565635681
0.3528,28.650226757369612,0.4266169154228855,-1.4270273566246032
0.356,28.721629213483148,0.4172139303482587,-1.4176181614398957
0.3592,28.775055679287302,0.42189054726368164,-1.4223631858825683
0.364,28.82362637362637,0.42587064676616915,-1.4264116942882539
0.3648,28.830043859649123,0.4223383084577114,-1.4228917956352234
0.3688,28.880151843817785,0.42094527363184076,-1.421442800760269
0.3736,28.920770877944324,0.4193532338308458,-1.419850754737854
0.3776,28.94968220338983,0.424726368159204,-1.425211453437805
0.3792,28.95701476793249,0.42079601990049753,-1.4212126910686493
0.38,28.95894736842105,0.4232835820895522,-1.423669159412384
